project_id,state,district,project_type,current_stage,current_stage_index,project_age_days,total_parcels,completed_parcels,total_area,documentation_completeness,legal_dispute,ownership_conflict,compensation_pending_days,pending_approvals,inter_dept_dependency,rr_delay_days,previous_stage_delay_days,number_of_delayed_stages,target_delayed,target_delay_days
LA-1191,Madhya Pradesh,Gwalior,Power Transmission,Land Identification,1,463,266,266,209.92,100.0,0,0,19,0,0,12,0,0,0,0
LA-1192,Madhya Pradesh,Sagar,Power Transmission,Ownership Verification,4,335,81,30,14.67,73.7,0,0,20,1,0,22,0,0,0,0
LA-1193,Odisha,Berhampur,Defense Installation,Final Acquisition,9,706,188,3,210.24,77.8,1,1,75,6,1,0,95,4,1,112
LA-1194,Karnataka,Hubli,Mining Development,Survey and Verification,3,811,195,66,65.51,100.0,0,0,7,2,0,0,0,0,0,0
LA-1195,Gujarat,Ahmedabad,Railway Expansion,Project Initiation,0,513,107,12,223.26,100.0,0,0,9,1,0,13,0,0,0,0
LA-1196,Gujarat,Surat,Urban Infrastructure,Preliminary Notification,2,762,255,182,32.79,85.1,0,0,14,1,0,8,4,0,0,0
LA-1197,Gujarat,Bhavnagar,Defense Installation,Survey and Verification,3,443,351,351,56.95,63.5,0,1,63,0,0,0,23,0,1,65
LA-1198,Gujarat,Gandhinagar,Power Transmission,Preliminary Notification,2,201,389,389,47.51,89.8,1,1,156,2,0,47,0,0,1,91
LA-1199,Rajasthan,Jodhpur,Dam / Irrigation,Project Initiation,0,246,343,69,27.47,79.6,1,1,135,0,0,68,0,0,1,93
LA-1200,Gujarat,Rajkot,Railway Expansion,Ownership Verification,4,590,373,186,154.62,81.5,0,1,60,3,1,16,64,1,1,90
LA-1201,Rajasthan,Ajmer,Industrial Corridor,Objection and Legal Review,5,826,432,124,237.39,80.2,0,1,43,1,1,22,36,2,1,42
LA-1202,Maharashtra,Aurangabad,Industrial Corridor,Project Initiation,0,497,415,190,29.42,79.9,0,0,5,2,0,27,0,0,0,0
LA-1203,Odisha,Bhubaneswar,Highway Construction,Objection and Legal Review,5,171,63,0,68.32,76.3,0,0,2,1,0,0,0,0,0,0
LA-1204,Gujarat,Bhavnagar,Pipeline Project,Compensation Assessment,6,849,318,240,7.69,48.9,1,1,85,2,0,0,65,3,1,57
LA-1205,Gujarat,Ahmedabad,Defense Installation,Survey and Verification,3,481,270,37,24.26,95.4,0,0,18,2,0,0,2,0,0,0
LA-1206,Karnataka,Dharwad,Industrial Corridor,Project Initiation,0,523,263,255,212.29,66.7,0,0,1,1,0,0,0,0,0,0
LA-1207,Maharashtra,Solapur,Pipeline Project,Land Identification,1,358,443,326,124.86,52.9,0,1,59,4,1,12,0,0,1,106
LA-1208,Karnataka,Bengaluru,Railway Expansion,Objection and Legal Review,5,443,437,101,155.13,62.4,1,1,102,1,0,72,27,2,1,103
LA-1209,Maharashtra,Nashik,Industrial Corridor,Project Initiation,0,32,257,232,180.53,58.2,0,1,54,1,0,22,0,0,1,43
LA-1210,Maharashtra,Solapur,Defense Installation,Possession and Handover,10,250,239,78,164.78,93.9,0,0,13,3,0,1,0,0,0,0
LA-1211,Gujarat,Ahmedabad,Mining Development,Preliminary Notification,2,783,341,151,150.34,79.4,0,1,42,3,0,22,13,0,1,39
LA-1212,Gujarat,Gandhinagar,Industrial Corridor,Objection and Legal Review,5,310,112,47,86.65,68.8,0,1,75,2,1,9,24,1,1,92
LA-1213,Rajasthan,Ajmer,Mining Development,Compensation Assessment,6,740,454,15,211.9,100.0,0,0,18,2,0,18,0,0,0,0
LA-1214,Maharashtra,Nagpur,Dam / Irrigation,Preliminary Notification,2,84,109,23,188.52,61.6,0,0,9,2,0,21,9,0,0,0
LA-1215,Maharashtra,Thane,Mining Development,Ownership Verification,4,259,165,113,241.48,88.7,0,0,25,6,1,0,16,0,0,0
LA-1216,Rajasthan,Ajmer,Pipeline Project,Survey and Verification,3,879,234,0,44.77,91.9,0,1,67,2,0,23,22,0,1,42
LA-1217,Karnataka,Belagavi,Railway Expansion,Project Initiation,0,416,480,317,81.0,96.1,0,0,14,1,0,22,0,0,0,0
LA-1218,Madhya Pradesh,Sagar,Power Transmission,Preliminary Notification,2,532,283,150,134.49,95.1,0,0,16,3,1,0,0,0,0,0
LA-1219,Rajasthan,Bikaner,Urban Infrastructure,Project Initiation,0,369,347,164,160.74,89.0,0,0,17,0,0,26,0,0,0,0
LA-1220,Madhya Pradesh,Indore,Highway Construction,Objection and Legal Review,5,728,464,135,163.06,95.3,1,0,86,2,1,0,3,1,1,72
LA-1221,Rajasthan,Ajmer,Mining Development,Compensation Assessment,6,37,387,222,179.36,73.3,0,0,6,0,0,0,0,0,0,0
LA-1222,Maharashtra,Nashik,Railway Expansion,Objection and Legal Review,5,85,333,193,186.61,88.0,0,1,69,0,0,12,27,2,1,54
LA-1223,Madhya Pradesh,Bhopal,Power Transmission,Compensation Assessment,6,835,387,245,98.05,75.3,0,0,12,2,1,0,13,0,1,12
LA-1224,Karnataka,Mysuru,Power Transmission,Land Identification,1,723,7,2,137.11,100.0,0,0,27,0,0,17,0,0,0,0
LA-1225,Maharashtra,Aurangabad,Industrial Corridor,Survey and Verification,3,796,97,40,14.07,80.4,0,1,34,0,0,19,0,0,1,102
LA-1226,Gujarat,Bhavnagar,Mining Development,Preliminary Notification,2,104,167,81,121.72,58.1,1,1,116,1,1,0,10,0,1,179
LA-1227,Rajasthan,Ajmer,Urban Infrastructure,Preliminary Notification,2,857,241,27,122.0,74.3,1,1,111,4,1,0,32,0,1,78
LA-1228,Uttar Pradesh,Agra,Mining Development,Project Initiation,0,231,113,103,136.1,76.1,0,1,47,6,1,20,0,0,1,32
LA-1229,Uttar Pradesh,Varanasi,Industrial Corridor,Objection and Legal Review,5,820,76,46,111.83,87.4,0,0,2,4,1,12,8,0,0,0
LA-1230,Karnataka,Mysuru,Pipeline Project,Survey and Verification,3,397,456,202,12.09,100.0,0,1,24,5,1,21,29,0,1,52
LA-1231,Madhya Pradesh,Sagar,Power Transmission,Land Identification,1,884,197,159,101.76,80.8,0,0,28,2,0,26,0,0,0,0
LA-1232,Odisha,Rourkela,Pipeline Project,Preliminary Notification,2,841,372,290,103.95,57.6,1,0,75,5,1,25,17,0,1,69
LA-1233,Gujarat,Rajkot,Industrial Corridor,Preliminary Notification,2,634,90,49,64.94,61.7,0,1,70,2,1,5,0,0,1,102
LA-1234,Madhya Pradesh,Sagar,Highway Construction,Survey and Verification,3,766,411,63,155.99,77.4,0,0,15,1,0,5,0,0,0,0
LA-1235,Madhya Pradesh,Gwalior,Dam / Irrigation,Compensation Assessment,6,771,248,230,219.5,66.0,1,0,45,1,0,58,0,2,1,76
LA-1236,Gujarat,Bhavnagar,Dam / Irrigation,Objection and Legal Review,5,647,122,112,192.28,81.8,1,0,99,3,0,0,34,1,1,56
LA-1237,Odisha,Berhampur,Railway Expansion,Ownership Verification,4,465,272,170,163.81,66.3,1,1,151,3,1,0,38,1,1,143
LA-1238,Rajasthan,Kota,Power Transmission,Survey and Verification,3,297,194,92,139.99,97.6,0,0,21,1,0,12,0,0,0,0
LA-1239,Madhya Pradesh,Gwalior,Defense Installation,Land Identification,1,783,319,285,174.42,87.5,0,1,84,5,1,30,9,0,1,68
LA-1240,Karnataka,Bengaluru,Railway Expansion,Final Acquisition,9,873,258,47,110.02,100.0,1,0,70,4,1,64,189,2,1,126
LA-1241,Uttar Pradesh,Agra,Highway Construction,Objection and Legal Review,5,832,12,7,23.0,64.4,1,1,56,4,1,67,2,2,1,135
LA-1242,Uttar Pradesh,Kanpur,Power Transmission,Compensation Assessment,6,261,179,120,236.78,46.9,0,0,8,2,0,5,7,0,0,0
LA-1243,Madhya Pradesh,Ujjain,Power Transmission,Compensation Disbursement,7,740,251,175,29.51,39.4,0,0,10,0,0,30,0,0,1,20
LA-1244,Rajasthan,Bikaner,Industrial Corridor,Land Identification,1,849,248,128,143.64,64.0,1,0,73,1,0,78,28,0,1,84
LA-1245,Rajasthan,Kota,Industrial Corridor,Objection and Legal Review,5,270,494,354,166.02,73.1,0,0,7,3,1,26,3,0,0,0
LA-1246,Madhya Pradesh,Bhopal,Pipeline Project,Ownership Verification,4,410,208,208,55.91,61.9,0,0,27,2,0,0,12,0,0,0
LA-1247,Odisha,Sambalpur,Pipeline Project,Objection and Legal Review,5,583,190,186,153.39,79.2,1,1,122,2,0,0,13,2,1,143
LA-1248,Gujarat,Gandhinagar,Urban Infrastructure,Preliminary Notification,2,404,421,333,59.33,89.6,0,0,14,1,0,5,11,0,0,0
LA-1249,Gujarat,Rajkot,Industrial Corridor,Objection and Legal Review,5,179,208,201,25.19,91.1,1,0,114,0,0,73,0,1,1,97
LA-1250,Gujarat,Bhavnagar,Railway Expansion,Objection and Legal Review,5,490,300,64,44.05,81.5,0,0,13,1,0,3,0,0,0,0
LA-1251,Odisha,Rourkela,Urban Infrastructure,Preliminary Notification,2,362,220,73,212.3,72.3,0,0,20,2,0,30,0,0,0,0
LA-1252,Maharashtra,Nashik,Dam / Irrigation,Objection and Legal Review,5,381,216,192,31.7,84.1,0,0,14,3,0,24,10,0,0,0
LA-1253,Rajasthan,Bikaner,Power Transmission,Compensation Assessment,6,791,122,94,62.23,79.8,1,1,58,5,1,0,15,3,1,128
LA-1254,Odisha,Cuttack,Highway Construction,Preliminary Notification,2,65,328,195,109.03,63.5,1,1,134,3,0,58,0,0,1,65
LA-1255,Gujarat,Gandhinagar,Industrial Corridor,Preliminary Notification,2,854,489,470,188.99,73.7,1,1,101,3,0,84,9,0,1,150
LA-1256,Rajasthan,Jaipur,Mining Development,Survey and Verification,3,412,221,76,200.09,96.0,0,0,26,0,0,12,22,0,0,0
LA-1257,Madhya Pradesh,Sagar,Power Transmission,Ownership Verification,4,321,278,170,6.02,68.8,1,1,136,2,1,57,0,1,1,110
LA-1258,Gujarat,Bhavnagar,Highway Construction,Project Initiation,0,268,402,252,98.41,84.6,1,1,79,2,0,25,0,0,1,100
LA-1259,Gujarat,Ahmedabad,Railway Expansion,Land Identification,1,816,247,3,234.09,78.1,0,0,23,1,0,24,0,0,0,0
LA-1260,Rajasthan,Bikaner,Highway Construction,Survey and Verification,3,792,329,181,198.7,100.0,0,0,27,1,1,0,0,0,0,0
LA-1261,Madhya Pradesh,Bhopal,Defense Installation,Preliminary Notification,2,838,51,25,242.43,84.1,0,0,24,3,0,2,31,0,0,0
LA-1262,Odisha,Bhubaneswar,Highway Construction,Survey and Verification,3,394,198,98,224.72,64.8,1,0,89,3,1,0,0,0,1,79
LA-1263,Madhya Pradesh,Sagar,Pipeline Project,R&R and Rehabilitation,8,224,156,142,204.94,59.8,0,0,27,3,0,26,23,0,0,0
LA-1264,Odisha,Berhampur,Defense Installation,R&R and Rehabilitation,8,781,333,266,80.85,76.9,1,1,70,3,0,0,59,4,1,131
LA-1265,Rajasthan,Jodhpur,Highway Construction,Project Initiation,0,236,118,85,151.69,91.2,0,1,78,2,0,18,0,0,1,67
LA-1266,Karnataka,Mangaluru,Railway Expansion,Ownership Verification,4,509,380,315,236.18,84.0,0,0,22,0,0,1,0,0,0,0
LA-1267,Madhya Pradesh,Bhopal,Railway Expansion,Land Identification,1,772,350,59,220.76,84.1,0,1,67,2,0,0,16,0,1,54
LA-1268,Madhya Pradesh,Gwalior,Dam / Irrigation,Objection and Legal Review,5,576,316,89,60.56,60.1,0,0,10,2,0,27,1,0,0,0
LA-1269,Madhya Pradesh,Sagar,Power Transmission,Project Initiation,0,398,460,238,55.86,77.1,0,0,9,1,0,0,0,0,0,0
LA-1270,Odisha,Rourkela,Highway Construction,Project Initiation,0,820,187,34,39.45,94.0,0,0,4,3,0,0,0,0,0,0
LA-1271,Rajasthan,Jodhpur,Power Transmission,Objection and Legal Review,5,860,309,309,160.74,100.0,0,0,2,0,0,23,10,0,0,0
LA-1272,Gujarat,Ahmedabad,Highway Construction,Survey and Verification,3,819,32,1,76.54,89.6,0,0,3,3,0,0,16,0,0,0
LA-1273,Rajasthan,Udaipur,Mining Development,Ownership Verification,4,744,47,5,137.26,87.7,1,1,151,2,0,26,25,1,1,84
LA-1274,Karnataka,Mysuru,Dam / Irrigation,Survey and Verification,3,522,170,142,171.34,93.4,0,0,19,3,0,23,0,0,0,0
LA-1275,Gujarat,Rajkot,Urban Infrastructure,Preliminary Notification,2,386,107,90,171.5,78.0,1,1,118,1,0,0,0,0,1,110
LA-1276,Karnataka,Bengaluru,Industrial Corridor,Survey and Verification,3,665,109,13,137.43,100.0,1,0,94,1,0,31,0,0,1,95
LA-1277,Karnataka,Dharwad,Highway Construction,Ownership Verification,4,415,203,150,165.26,72.1,0,0,9,1,1,6,24,0,0,0
LA-1278,Uttar Pradesh,Lucknow,Highway Construction,Objection and Legal Review,5,329,261,84,241.71,48.0,0,0,22,2,1,3,9,0,0,0
LA-1279,Maharashtra,Pune,Mining Development,Ownership Verification,4,342,325,325,64.79,71.4,0,0,11,3,1,11,4,0,0,0
LA-1280,Maharashtra,Thane,Power Transmission,Final Acquisition,9,260,164,135,135.79,100.0,0,1,60,3,0,30,136,3,1,51
LA-1281,Karnataka,Mysuru,Dam / Irrigation,Preliminary Notification,2,346,39,12,139.56,62.6,0,0,29,2,0,24,24,0,0,0
LA-1282,Uttar Pradesh,Agra,Highway Construction,Ownership Verification,4,813,99,75,7.04,79.1,0,0,23,1,0,29,6,0,0,0
LA-1283,Madhya Pradesh,Ujjain,Industrial Corridor,R&R and Rehabilitation,8,640,75,53,102.44,79.8,0,1,38,3,0,0,0,3,1,78
LA-1284,Rajasthan,Bikaner,Industrial Corridor,Survey and Verification,3,805,373,242,78.57,62.1,1,1,126,3,0,66,10,0,1,96
LA-1285,Madhya Pradesh,Sagar,Highway Construction,Compensation Assessment,6,563,154,3,193.53,97.4,0,0,23,1,1,1,16,0,0,0
LA-1286,Uttar Pradesh,Varanasi,Dam / Irrigation,Land Identification,1,462,403,21,136.83,70.9,0,0,2,1,0,23,12,0,0,0
LA-1287,Gujarat,Rajkot,Urban Infrastructure,Preliminary Notification,2,491,51,43,91.05,100.0,0,0,10,0,0,22,2,0,0,0
LA-1288,Madhya Pradesh,Sagar,Defense Installation,Objection and Legal Review,5,774,88,64,178.16,87.5,0,0,29,1,0,0,0,0,0,0
LA-1289,Gujarat,Vadodara,Power Transmission,Compensation Disbursement,7,777,214,96,110.75,84.3,1,0,71,5,1,39,0,3,1,99
LA-1290,Uttar Pradesh,Meerut,Mining Development,Ownership Verification,4,869,96,68,40.75,84.6,0,1,72,2,1,0,14,1,1,99
LA-1291,Madhya Pradesh,Ujjain,Mining Development,Compensation Assessment,6,211,360,277,103.73,100.0,1,0,96,0,0,40,17,2,1,71
LA-1292,Maharashtra,Thane,Mining Development,Compensation Assessment,6,119,479,196,32.86,58.7,0,0,9,2,0,0,10,0,0,0
LA-1293,Karnataka,Mangaluru,Pipeline Project,Project Initiation,0,857,382,347,249.75,73.6,0,1,22,0,0,0,0,0,1,53
LA-1294,Odisha,Cuttack,Highway Construction,Land Identification,1,685,431,371,44.32,86.7,1,1,127,0,0,34,2,0,1,163
LA-1295,Gujarat,Ahmedabad,Dam / Irrigation,Project Initiation,0,523,294,257,181.38,93.2,0,0,29,2,0,0,0,0,0,0
LA-1296,Rajasthan,Ajmer,Urban Infrastructure,Objection and Legal Review,5,848,309,58,29.65,100.0,0,0,26,4,1,0,0,0,0,0
LA-1297,Odisha,Rourkela,Highway Construction,Survey and Verification,3,308,472,348,23.6,66.9,0,0,30,1,1,9,0,0,0,0
LA-1298,Madhya Pradesh,Indore,Industrial Corridor,Land Identification,1,378,240,109,97.2,80.8,0,0,4,0,0,0,0,0,0,0
LA-1299,Uttar Pradesh,Lucknow,Railway Expansion,Ownership Verification,4,371,103,45,72.0,75.3,1,0,31,1,0,0,10,0,1,73
LA-1300,Maharashtra,Aurangabad,Dam / Irrigation,Preliminary Notification,2,191,41,14,135.37,81.5,0,0,10,2,1,8,2,0,0,0
LA-1301,Maharashtra,Pune,Highway Construction,Objection and Legal Review,5,512,477,477,189.06,86.8,1,0,105,0,0,0,11,1,1,113
LA-1302,Gujarat,Ahmedabad,Pipeline Project,Ownership Verification,4,347,363,302,215.27,70.7,0,0,19,4,1,0,0,0,0,0
LA-1303,Uttar Pradesh,Varanasi,Pipeline Project,Land Identification,1,60,412,370,18.2,90.1,0,0,18,6,1,4,1,0,0,0
LA-1304,Uttar Pradesh,Meerut,Pipeline Project,Objection and Legal Review,5,440,383,365,121.91,70.8,1,1,140,0,0,62,7,2,1,102
LA-1305,Odisha,Sambalpur,Dam / Irrigation,Objection and Legal Review,5,345,459,73,202.55,87.3,1,0,92,2,1,0,11,1,1,60
LA-1306,Uttar Pradesh,Varanasi,Pipeline Project,Objection and Legal Review,5,230,36,13,92.62,65.2,0,1,55,3,1,0,38,2,1,71
LA-1307,Madhya Pradesh,Gwalior,Railway Expansion,Survey and Verification,3,318,248,209,210.91,90.8,0,0,12,1,0,13,0,0,0,0
LA-1308,Uttar Pradesh,Varanasi,Dam / Irrigation,Land Identification,1,325,417,131,197.34,100.0,1,1,147,4,1,0,7,0,1,129
LA-1309,Madhya Pradesh,Jabalpur,Mining Development,Survey and Verification,3,869,24,24,142.25,87.1,0,0,18,3,1,15,0,0,0,0
LA-1310,Gujarat,Bhavnagar,Railway Expansion,Compensation Disbursement,7,175,130,116,118.38,73.5,0,0,8,0,0,0,44,0,0,0
LA-1311,Maharashtra,Kolhapur,Mining Development,Compensation Disbursement,7,847,220,84,88.55,36.3,0,0,0,2,0,15,26,0,1,14
LA-1312,Rajasthan,Jaipur,Power Transmission,Project Initiation,0,774,253,94,21.09,85.1,0,0,9,2,0,0,0,0,0,0
LA-1313,Uttar Pradesh,Kanpur,Dam / Irrigation,Preliminary Notification,2,660,125,97,121.49,80.8,0,1,57,5,1,23,0,0,1,27
LA-1314,Maharashtra,Pune,Dam / Irrigation,Project Initiation,0,887,391,244,204.97,24.8,0,0,6,2,0,18,0,0,1,17
LA-1315,Gujarat,Vadodara,Pipeline Project,Ownership Verification,4,794,54,41,229.47,100.0,0,1,58,0,0,0,2,1,1,31
LA-1316,Madhya Pradesh,Sagar,Power Transmission,Survey and Verification,3,373,351,186,137.13,77.9,0,1,65,2,0,0,47,0,1,71
LA-1317,Gujarat,Ahmedabad,Mining Development,Land Identification,1,136,491,363,150.05,82.4,0,0,1,1,0,0,7,0,0,0
LA-1318,Maharashtra,Solapur,Dam / Irrigation,Land Identification,1,414,332,310,113.63,100.0,0,0,28,0,0,0,0,0,0,0
LA-1319,Karnataka,Dharwad,Urban Infrastructure,Preliminary Notification,2,293,317,302,98.46,81.1,1,1,81,1,0,56,60,0,1,110
LA-1320,Gujarat,Surat,Railway Expansion,Possession and Handover,10,482,299,212,1.42,80.2,0,1,74,4,1,4,6,3,1,45
LA-1321,Gujarat,Rajkot,Railway Expansion,Ownership Verification,4,583,328,328,91.66,84.7,0,0,11,4,1,10,17,0,0,0
LA-1322,Odisha,Rourkela,Railway Expansion,Land Identification,1,891,48,40,47.77,52.3,0,0,6,4,1,9,2,0,1,16
LA-1323,Madhya Pradesh,Indore,Pipeline Project,Project Initiation,0,428,33,11,101.67,82.9,0,1,69,2,0,30,0,0,1,57
LA-1324,Gujarat,Bhavnagar,Mining Development,Project Initiation,0,182,28,17,4.08,57.0,0,0,15,6,1,0,0,0,1,12
LA-1325,Odisha,Bhubaneswar,Pipeline Project,Survey and Verification,3,655,420,284,209.06,53.1,0,1,68,2,0,25,26,0,1,35
LA-1326,Karnataka,Belagavi,Mining Development,Objection and Legal Review,5,170,56,39,94.34,61.8,1,1,105,1,1,59,56,2,1,97
LA-1327,Maharashtra,Pune,Railway Expansion,Preliminary Notification,2,753,215,215,60.19,76.9,0,0,24,3,0,0,4,0,0,0
LA-1328,Madhya Pradesh,Indore,Pipeline Project,Survey and Verification,3,656,321,272,90.79,100.0,0,0,0,0,0,17,10,0,0,0
LA-1329,Rajasthan,Kota,Industrial Corridor,Preliminary Notification,2,313,112,58,108.95,59.6,1,1,157,4,1,0,12,0,1,162
LA-1330,Maharashtra,Kolhapur,Highway Construction,Survey and Verification,3,580,122,79,24.97,96.2,1,0,79,2,0,0,43,0,1,92
LA-1331,Rajasthan,Jaipur,Pipeline Project,Preliminary Notification,2,629,188,157,243.9,69.3,0,0,14,4,1,0,0,0,1,21
LA-1332,Karnataka,Belagavi,Highway Construction,Preliminary Notification,2,317,300,300,22.08,100.0,0,0,19,1,0,0,17,0,0,0
LA-1333,Odisha,Berhampur,Pipeline Project,Survey and Verification,3,251,472,270,245.06,53.2,0,1,52,1,0,18,0,0,1,57
LA-1334,Madhya Pradesh,Bhopal,Defense Installation,Land Identification,1,573,491,68,54.89,80.4,0,0,15,3,0,7,0,0,0,0
LA-1335,Maharashtra,Nashik,Pipeline Project,Compensation Disbursement,7,715,99,0,197.57,92.3,0,0,0,3,0,0,6,0,0,0
LA-1336,Karnataka,Bengaluru,Railway Expansion,R&R and Rehabilitation,8,424,455,230,84.26,96.6,0,0,8,3,1,22,0,0,0,0
LA-1337,Karnataka,Hubli,Highway Construction,Land Identification,1,143,281,113,28.83,73.1,0,0,20,3,1,17,0,0,0,0
LA-1338,Madhya Pradesh,Sagar,Industrial Corridor,Project Initiation,0,801,195,78,131.91,87.7,0,0,21,0,0,13,0,0,0,0
LA-1339,Maharashtra,Nagpur,Mining Development,Land Identification,1,724,49,49,72.45,99.6,0,0,30,3,0,0,0,0,0,0
LA-1340,Maharashtra,Nashik,Dam / Irrigation,Objection and Legal Review,5,312,154,96,200.6,89.8,1,1,160,0,0,47,21,2,1,125
LA-1341,Karnataka,Dharwad,Urban Infrastructure,Preliminary Notification,2,527,195,157,242.7,100.0,0,0,9,3,0,18,4,0,0,0
LA-1342,Uttar Pradesh,Kanpur,Pipeline Project,Preliminary Notification,2,200,299,217,32.06,76.4,0,0,5,2,0,26,3,0,0,0
LA-1343,Madhya Pradesh,Sagar,Highway Construction,Land Identification,1,711,398,180,36.77,93.5,0,0,5,3,0,17,5,0,0,0
LA-1344,Maharashtra,Kolhapur,Mining Development,Final Acquisition,9,549,178,161,172.44,86.1,0,0,30,3,0,24,37,0,0,0
LA-1345,Rajasthan,Bikaner,Mining Development,Survey and Verification,3,149,105,53,6.13,43.6,1,1,64,2,0,70,0,0,1,122
LA-1346,Maharashtra,Thane,Defense Installation,Project Initiation,0,229,181,113,88.16,57.6,1,0,96,2,0,45,0,0,1,58
LA-1347,Rajasthan,Bikaner,Pipeline Project,Preliminary Notification,2,789,78,53,216.95,100.0,0,0,28,0,0,13,0,0,0,0
LA-1348,Uttar Pradesh,Lucknow,Defense Installation,Preliminary Notification,2,120,153,79,206.65,100.0,0,0,29,3,0,4,0,0,0,0
LA-1349,Odisha,Berhampur,Power Transmission,Land Identification,1,535,96,13,61.57,63.3,1,1,161,4,1,0,3,0,1,102
LA-1350,Maharashtra,Thane,Urban Infrastructure,Land Identification,1,625,302,171,15.1,100.0,0,0,22,3,1,0,0,0,0,0
LA-1351,Rajasthan,Udaipur,Dam / Irrigation,R&R and Rehabilitation,8,84,396,182,24.08,100.0,0,0,9,1,0,9,39,0,0,0
LA-1352,Odisha,Rourkela,Power Transmission,Project Initiation,0,307,403,132,227.74,59.5,0,0,26,4,1,4,0,0,1,24
LA-1353,Rajasthan,Jodhpur,Mining Development,Land Identification,1,658,477,300,4.84,88.3,0,0,22,1,0,0,0,0,0,0
LA-1354,Rajasthan,Kota,Mining Development,Preliminary Notification,2,811,162,76,31.77,100.0,0,0,3,1,0,0,4,0,0,0
LA-1355,Karnataka,Bengaluru,Railway Expansion,R&R and Rehabilitation,8,49,38,24,75.76,87.3,0,0,25,3,1,21,16,0,0,0
LA-1356,Maharashtra,Thane,Industrial Corridor,Ownership Verification,4,631,263,195,142.77,82.5,0,0,27,1,0,23,0,0,0,0
LA-1357,Maharashtra,Thane,Industrial Corridor,Objection and Legal Review,5,762,199,94,106.31,95.8,1,1,91,2,0,71,11,2,1,97
LA-1358,Gujarat,Ahmedabad,Mining Development,Ownership Verification,4,169,213,14,73.0,65.0,0,1,45,4,1,14,23,1,1,39
LA-1359,Odisha,Sambalpur,Urban Infrastructure,Preliminary Notification,2,213,360,173,231.36,100.0,0,0,3,3,0,0,1,0,0,0
LA-1360,Rajasthan,Jaipur,Urban Infrastructure,Compensation Assessment,6,233,253,109,113.93,69.2,1,0,62,3,0,0,71,2,1,64
LA-1361,Karnataka,Mysuru,Highway Construction,Final Acquisition,9,131,394,325,19.59,100.0,0,0,5,0,0,12,0,0,0,0
LA-1362,Odisha,Sambalpur,Industrial Corridor,Project Initiation,0,330,455,388,78.98,51.3,0,0,27,2,1,17,0,0,1,18
LA-1363,Maharashtra,Pune,Mining Development,Compensation Assessment,6,705,342,72,138.67,96.0,0,0,4,3,0,9,2,0,0,0
LA-1364,Madhya Pradesh,Indore,Mining Development,Ownership Verification,4,87,433,325,91.92,77.0,0,0,11,1,0,24,22,0,0,0
LA-1365,Odisha,Rourkela,Defense Installation,Survey and Verification,3,129,449,321,76.58,59.8,0,0,7,0,0,7,0,0,0,0
LA-1366,Uttar Pradesh,Lucknow,Pipeline Project,Project Initiation,0,703,198,71,24.88,85.1,0,0,22,2,0,15,0,0,0,0
LA-1367,Gujarat,Ahmedabad,Industrial Corridor,Compensation Disbursement,7,374,114,65,249.06,49.1,0,0,6,3,1,0,0,0,1,13
LA-1368,Karnataka,Bengaluru,Railway Expansion,Ownership Verification,4,636,107,63,103.87,89.4,1,0,70,2,0,39,0,0,1,120
LA-1369,Odisha,Berhampur,Dam / Irrigation,R&R and Rehabilitation,8,49,272,190,60.47,66.9,1,1,128,0,0,0,0,4,1,151
LA-1370,Uttar Pradesh,Lucknow,Industrial Corridor,Survey and Verification,3,896,413,300,206.89,100.0,0,0,19,1,0,7,5,0,0,0
LA-1371,Gujarat,Rajkot,Highway Construction,Project Initiation,0,236,33,22,150.6,87.1,1,1,113,4,1,0,0,0,1,158
LA-1372,Karnataka,Dharwad,Railway Expansion,Land Identification,1,436,457,119,23.02,71.3,0,0,23,4,1,16,0,0,0,0
LA-1373,Uttar Pradesh,Kanpur,Defense Installation,Ownership Verification,4,855,256,236,133.6,63.8,0,0,5,0,0,6,0,0,0,0
LA-1374,Madhya Pradesh,Jabalpur,Pipeline Project,Project Initiation,0,729,435,245,14.14,73.6,1,1,142,0,0,55,0,0,1,130
LA-1375,Karnataka,Dharwad,Urban Infrastructure,Ownership Verification,4,861,112,112,214.92,99.7,0,0,0,3,1,29,0,0,0,0
LA-1376,Uttar Pradesh,Allahabad,Defense Installation,Objection and Legal Review,5,838,185,34,105.51,98.4,0,1,56,0,0,0,38,2,1,41
LA-1377,Gujarat,Bhavnagar,Highway Construction,Objection and Legal Review,5,810,85,51,192.02,100.0,0,0,20,1,1,9,5,0,0,0
LA-1378,Karnataka,Mysuru,Defense Installation,Objection and Legal Review,5,841,490,490,6.23,100.0,1,0,66,2,1,21,7,1,1,59
LA-1379,Maharashtra,Nagpur,Industrial Corridor,Land Identification,1,298,274,0,113.7,78.7,0,0,11,3,1,5,0,0,0,0
LA-1380,Karnataka,Mangaluru,Railway Expansion,Survey and Verification,3,259,377,174,102.43,79.3,0,0,4,3,1,13,0,0,0,0
LA-1381,Rajasthan,Jaipur,Power Transmission,Objection and Legal Review,5,298,381,192,139.47,83.8,0,1,38,3,0,27,34,2,1,42
LA-1382,Uttar Pradesh,Meerut,Highway Construction,Project Initiation,0,35,138,106,85.12,93.4,0,1,34,1,0,30,0,0,1,56
LA-1383,Madhya Pradesh,Jabalpur,Dam / Irrigation,Ownership Verification,4,296,165,71,184.35,93.6,1,1,124,5,1,0,39,1,1,178
